Öğrenci No;Cinsiyet;Doğum Yılı;Okul Türü;Sınıf Düzeyi;Baba Mesleği;Baba Eğitim Düzeyi;Anne Mesleği;Anne Eğitim Düzeyi;Kardeş Sayısı;Kitap Sayısı;Evde Bilgisayar;Evde İnternet;Evde Çalışma Odası;Sınıf 9 Notu;Sınıf 10 Notu;Sınıf 11 Notu;Not Ortalaması aps;Ders Dinleme Önemi;Ders Çalışma Önemi;Ödev Yapma Önemi;Okul Kursu Önemi;Özel Ders Sıklığı;Drsn Fizik Sıklığı;Drsn ÖSS Sıklığı;En sevilen konu;lsi11;lsi12;lsi13;lsi14;lsi21;lsi22;lsi23;lsi24;lsi31;lsi32;lsi33;lsi34;lsi41;lsi42;lsi43;lsi44;lsi51;lsi52;lsi53;lsi54;lsi61;lsi62;lsi63;lsi64;lsi71;lsi72;lsi73;lsi74;lsi81;lsi82;lsi83;lsi84;lsi91;lsi92;lsi93;lsi94;lsi101;lsi102;lsi103;lsi104;lsi111;lsi112;lsi113;lsi114;lsi121;lsi122;lsi123;lsi124;pas1;pas2;pas3;pas4;pas5;pas6;pas7;pas8;pas9;pas10;pas11;pas12;pas13;pas14;pas15;pas16;pas17;pas18;pas19;pas20;pas21;pas22;pas23;pas24;pas25;pas26;pas27;pas28;pas29;pas30;pas31;pas32;pas33;pas34;pas35;pas36;pas37;pas38;pas39;pas40;a1;a2;a3;a4;a5;a6;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;CE;RO;AC;AE;CE-AC;RO-AE;lst;pass
1-80;2;92;3;9;12;5;14;2;2;4;1;1;1;3;;;3;1;2;1;1;4;4;3;6;1;4;3;2;1;4;3;2;1;2;4;3;1;3;2;4;4;2;3;1;1;4;3;2;1;3;2;4;3;1;2;4;1;3;2;4;4;1;2;3;1;4;3;2;1;4;2;3;3;4;2;4;5;3;2;5;4;3;2;2;4;5;4;2;3;2;4;3;5;4;4;4;4;4;4;2;2;1;5;3;4;3;4;4;3;3;4;4;1;1;3;3;4;1;1;3;2;3;3;4;4;2;4;2;3;3;1;1;3;4;3;3;4;1;4;4;3;1;3;2;2;4;3;4;4;3;1;2;4;20;35;31;34;-11;1;4;23
1-81;2;92;3;9;16;3;23;4;1;4;1;1;1;3;;;3;1;2;1;3;1;1;1;7;1;3;2;4;1;4;2;3;1;3;4;2;1;3;4;2;2;4;3;1;2;3;4;1;1;3;4;2;4;1;3;2;1;2;4;3;1;2;4;3;4;2;1;3;3;4;1;2;1;2;3;5;4;2;2;4;1;2;2;5;5;1;1;4;5;5;5;2;3;2;5;5;5;5;5;3;2;2;5;4;2;2;4;4;1;1;5;1;2;2;3;2;3;1;1;1;1;3;3;4;4;3;3;1;3;2;4;1;3;3;3;4;4;1;4;4;4;2;2;3;3;4;2;4;4;2;1;3;3;22;34;36;28;-14;6;4;59
1-83;2;92;3;9;20;2;14;2;4;1;1;1;1;4;;;4;1;1;1;3;1;1;1;8;1;3;2;4;1;3;2;4;1;3;2;4;1;3;2;4;1;3;2;4;1;2;3;4;1;3;2;4;1;2;3;4;1;3;2;4;2;1;3;4;2;1;3;4;1;4;3;2;2;3;1;4;5;2;2;5;4;2;4;2;5;1;3;4;5;5;5;2;5;3;5;4;5;5;5;2;1;1;5;3;3;1;5;5;2;2;5;3;1;1;2;1;3;1;1;1;1;2;1;4;4;1;2;1;4;3;1;2;3;4;1;1;4;1;4;4;3;1;3;3;3;1;1;4;4;3;1;4;4;14;31;29;46;-15;-15;3;56
1-84;2;92;3;9;11;5;14;2;2;3;0;0;1;4;;;4;1;1;2;3;1;1;1;6;1;4;3;2;1;4;2;3;1;2;4;3;1;2;3;4;1;2;3;4;1;2;4;3;1;2;3;4;1;2;3;4;1;2;3;4;2;1;3;4;1;2;3;4;1;4;2;3;1;5;2;5;5;1;1;4;5;1;1;4;5;2;1;5;5;5;5;1;2;1;5;5;5;5;5;5;1;1;4;5;3;1;5;5;1;1;5;1;1;1;3;1;4;1;1;1;1;1;1;4;4;1;3;2;4;1;3;1;1;1;1;4;4;1;4;4;3;4;4;3;2;3;1;4;4;1;1;4;4;13;29;36;42;-23;-13;3;68
1-85;1;92;3;9;20;2;14;3;1;4;1;1;1;3;;;3;1;1;1;3;1;1;1;6;1;4;3;2;1;4;3;2;1;3;4;2;1;4;2;3;1;4;3;2;2;3;4;1;1;2;3;4;2;1;3;4;1;3;2;4;1;3;2;4;1;4;3;2;1;4;3;2;4;3;2;3;4;1;2;4;4;3;5;2;2;2;4;3;4;2;4;3;4;4;3;2;4;4;4;3;2;2;3;3;4;2;2;3;3;4;3;3;2;2;1;2;3;2;2;2;2;2;2;4;4;3;1;1;3;3;2;2;4;1;1;3;4;2;4;4;4;2;2;3;3;4;3;4;4;2;2;4;4;14;39;35;32;-21;7;4;11
1-86;2;92;3;9;4;5;14;2;2;4;1;1;1;2;;;2;2;2;1;3;1;1;1;6;2;1;3;4;1;2;3;4;1;2;3;4;1;2;4;3;1;4;3;2;1;2;3;4;4;2;3;1;3;2;4;1;3;1;4;2;2;1;3;4;3;2;1;4;1;4;2;3;4;4;4;2;2;2;4;4;3;4;4;4;3;4;4;2;2;1;4;3;2;4;2;1;2;2;2;4;2;1;5;2;5;5;2;1;5;4;2;5;1;3;1;1;4;1;1;1;1;2;3;4;4;3;2;1;4;1;1;2;4;4;3;3;4;1;4;4;4;4;1;1;1;3;3;4;3;2;1;4;3;23;25;36;36;-13;-11;3;-22
1-87;2;92;3;9;17;3;14;2;2;4;1;0;1;3;;;3;1;1;1;3;1;1;1;1;1;4;3;2;1;3;2;4;4;2;3;1;1;2;3;4;2;3;1;4;1;3;2;4;1;3;2;4;2;1;3;4;1;3;2;4;3;1;2;4;3;2;1;4;3;4;1;2;2;4;3;3;5;2;3;3;4;3;5;3;4;4;2;2;3;5;5;2;5;3;4;3;5;5;5;2;1;3;3;4;2;2;2;3;2;2;4;1;2;3;3;3;3;1;1;1;2;3;4;4;4;3;3;3;3;3;1;3;3;3;3;3;4;1;4;4;4;4;3;2;2;3;2;3;4;3;1;4;4;23;31;25;41;-2;-10;3;32
1-88;1;92;3;9;16;5;14;3;2;4;0;0;1;1;;;1;2;2;1;3;1;1;1;11;2;4;3;1;2;3;1;4;3;1;4;2;1;2;3;4;3;4;1;2;1;2;3;4;1;3;2;4;1;4;2;3;1;3;2;4;4;1;2;3;1;4;3;2;1;4;3;2;3;3;3;2;2;4;4;4;2;4;4;2;2;3;4;2;2;2;4;4;3;4;3;2;2;2;4;3;3;3;4;2;4;3;2;2;4;3;2;4;1;1;1;2;3;1;1;1;3;4;2;4;4;1;1;1;4;4;1;3;3;4;3;4;4;1;4;4;4;2;2;2;2;3;2;4;4;2;2;4;3;21;35;29;35;-8;0;4;-15
1-89;2;92;3;9;12;4;14;3;2;3;1;1;1;3;;;3;1;1;1;3;1;1;1;-1;1;4;3;2;1;4;2;3;1;2;4;3;1;2;3;4;1;2;3;4;1;2;4;3;1;2;3;4;1;2;3;4;1;2;3;4;2;1;3;4;1;2;3;4;1;4;2;3;3;4;1;5;4;3;3;5;4;3;1;2;4;1;4;2;2;1;1;3;1;4;4;4;4;5;4;3;2;1;5;2;4;2;3;4;4;3;4;4;1;1;1;2;3;2;1;1;1;1;1;4;4;1;1;1;3;2;1;1;1;2;1;4;4;1;4;4;3;4;4;3;2;3;1;4;4;1;1;4;4;13;29;36;42;-23;-13;3;17
1-90;1;92;3;9;;2;14;2;1;3;0;0;1;3;;;3;2;2;2;3;1;1;1;7;2;4;3;1;2;1;3;4;3;4;2;1;1;2;3;4;2;1;4;3;1;4;3;2;1;4;3;2;4;1;2;3;3;2;4;1;3;4;2;1;3;2;4;1;4;1;3;2;2;3;1;1;3;1;1;5;3;3;1;4;2;1;1;5;3;3;4;3;2;4;3;1;4;4;3;2;1;2;4;5;2;4;2;3;3;2;2;4;3;3;2;1;3;1;2;3;2;3;1;4;2;3;3;1;2;4;3;1;2;4;2;3;1;3;2;4;1;2;2;3;1;4;1;3;1;2;3;1;3;29;30;36;25;-7;5;4;25
1-91;1;92;3;9;11;5;14;2;1;4;1;0;1;1;;;1;1;1;1;3;1;1;1;8;1;4;3;2;2;4;3;1;1;2;4;3;2;4;3;1;2;3;1;4;2;3;4;1;1;4;2;3;1;2;4;3;1;4;3;2;2;1;4;3;4;2;1;3;1;4;2;3;3;3;2;4;5;2;2;2;3;3;1;5;5;4;3;4;4;5;4;2;2;3;4;4;5;4;4;2;2;2;4;4;2;2;4;3;2;2;4;1;2;2;1;1;3;2;2;2;2;2;2;4;4;2;2;2;3;3;2;2;3;3;3;4;4;2;4;4;3;3;2;3;3;3;2;4;3;2;2;3;2;20;37;34;29;-14;8;4;40
1-92;1;92;3;9;11;4;14;3;2;3;0;0;1;2;;;2;1;1;2;3;1;1;1;7;2;1;4;3;4;2;3;1;2;1;4;3;1;2;4;3;4;3;1;2;4;2;3;1;1;2;4;3;1;2;4;3;2;1;4;3;4;1;3;2;1;3;4;2;2;3;4;1;2;1;1;4;4;3;2;1;3;2;3;4;4;3;3;4;4;3;4;2;4;3;4;4;5;4;4;3;2;4;2;3;2;2;4;4;3;2;4;2;2;2;1;2;4;2;2;1;1;1;2;4;4;3;1;2;3;3;1;3;4;2;2;3;4;1;4;4;3;2;3;4;2;4;2;4;4;4;2;4;3;28;23;42;27;-14;-4;3;32
1-93;2;92;3;9;16;4;14;2;2;3;1;1;1;4;;;4;1;1;1;2;1;1;1;8;1;4;3;2;2;4;1;3;2;1;4;3;1;4;2;3;2;4;3;1;2;4;3;1;2;4;1;3;4;1;2;3;1;3;2;4;4;1;3;2;3;2;1;4;2;4;3;1;2;3;2;4;2;2;2;4;4;3;3;2;3;2;2;4;3;5;5;2;4;3;4;4;5;4;5;3;2;2;5;3;2;2;4;4;3;3;4;3;2;1;4;2;3;1;1;1;1;4;1;4;4;1;3;1;3;1;1;4;3;3;2;3;4;1;4;4;4;3;2;3;3;4;3;4;4;2;2;4;4;26;36;28;30;-2;6;4;36
1-94;2;92;3;9;4;4;14;4;1;4;0;0;0;3;;;3;1;2;1;3;1;1;1;16;2;4;1;3;1;3;2;4;1;4;3;2;1;3;2;4;1;2;4;3;3;4;2;1;1;2;4;3;2;1;3;4;1;2;3;4;3;4;2;1;1;3;2;4;2;4;3;1;4;5;2;2;2;4;3;2;1;4;2;4;2;3;1;4;2;2;2;5;2;5;2;1;3;4;3;4;2;4;2;2;5;3;2;2;5;4;2;5;1;1;4;1;4;2;2;1;3;4;2;4;4;1;4;1;2;1;3;3;2;4;4;3;4;1;4;4;4;3;2;3;4;3;2;4;4;3;2;4;3;19;36;31;34;-12;2;4;-22
1-95;1;92;3;9;13;2;14;4;1;3;1;1;1;3;;;3;1;2;1;3;3;3;3;8;1;3;2;4;1;4;2;3;3;2;4;1;1;3;2;4;3;1;2;4;1;4;3;2;1;3;2;4;1;2;4;3;1;4;3;2;2;1;4;3;2;4;3;1;1;2;4;3;2;3;2;4;4;2;2;3;4;3;3;4;4;2;2;4;4;4;4;2;2;3;4;4;4;4;4;4;2;2;5;4;2;2;5;4;2;2;4;3;1;2;1;1;3;1;1;1;3;3;4;4;4;4;2;1;1;1;1;3;2;3;3;4;4;1;4;4;4;3;3;2;2;4;2;4;4;2;2;4;4;18;33;35;34;-17;-1;3;38
1-96;2;92;3;9;20;4;14;1;3;4;1;1;1;3;;;3;1;1;3;3;1;1;1;6;1;2;4;3;1;2;4;3;2;1;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;2;4;3;5;4;3;2;5;5;1;4;3;3;2;1;3;3;5;5;3;5;3;3;3;5;5;5;1;1;1;5;3;1;1;1;3;3;3;3;1;1;1;1;1;4;1;1;1;3;1;1;2;4;1;3;1;4;1;1;1;2;4;1;1;4;1;4;3;2;1;1;3;1;1;1;3;1;1;1;1;1;13;23;48;36;-35;-13;3;42
1-x1;2;92;3;9;12;4;14;2;1;3;1;1;1;3;;;3;1;2;2;3;1;1;1;6;1;4;3;2;1;4;3;2;2;1;4;3;1;3;2;4;1;3;2;4;2;4;3;1;1;3;2;4;2;1;3;4;1;4;2;3;1;2;4;3;3;2;1;4;2;4;1;3;3;4;3;2;4;1;3;5;5;4;4;2;3;1;2;3;3;4;5;3;4;4;4;5;5;4;5;1;2;2;4;3;3;2;3;4;4;2;4;1;1;1;4;1;4;1;1;1;2;4;4;4;4;1;3;1;3;1;2;4;4;4;4;3;4;1;4;4;4;4;4;4;4;1;1;4;3;3;1;4;3;18;35;30;37;-12;-2;3;32
1-x2;2;92;3;9;15;4;14;4;2;2;0;0;1;3;;;3;1;1;1;4;1;1;1;11;1;4;3;2;1;4;3;2;2;1;4;3;1;4;2;3;1;4;3;2;1;4;2;3;2;4;1;3;3;1;2;4;1;3;2;4;2;1;4;3;4;1;2;3;1;4;3;2;2;4;2;4;3;2;2;4;3;2;5;5;5;2;3;4;4;3;5;2;5;4;4;4;4;4;4;1;2;2;4;3;2;2;2;4;3;2;4;3;1;2;3;1;2;2;1;1;2;3;4;4;4;2;3;2;4;1;2;3;3;3;3;2;4;1;4;4;3;2;2;3;3;3;2;3;3;1;2;2;3;20;35;31;34;-11;1;4;35
1-10;1;91;3;10;4;3;14;2;1;2;1;0;1;5;4;;4,5;1;2;3;3;1;1;1;1;1;3;2;4;1;3;4;2;1;3;4;2;1;2;3;4;1;2;4;3;1;3;4;2;1;2;3;4;2;1;3;4;1;2;3;4;1;2;4;3;1;3;4;2;1;2;4;3;3;4;2;4;5;3;4;5;4;2;2;4;4;2;4;3;4;4;1;2;5;4;4;4;5;5;5;2;2;2;4;3;2;2;4;4;3;2;4;3;1;1;4;3;3;1;1;1;1;4;4;4;4;1;4;2;4;2;1;1;4;4;4;4;4;1;4;4;4;4;4;4;4;4;1;4;4;2;1;4;4;13;28;42;37;-29;-9;3;35
1-11;1;91;3;10;17;2;14;3;2;3;1;1;1;5;2;;3,5;1;1;1;3;5;5;5;4;1;3;4;2;1;2;4;3;2;1;3;4;1;2;3;4;1;2;4;3;1;2;4;3;1;2;4;3;2;1;3;4;1;2;3;4;2;1;3;4;3;2;1;4;2;1;4;3;2;2;2;4;4;1;1;4;4;2;2;3;4;2;2;4;4;4;4;2;3;4;4;4;4;4;4;2;2;2;4;4;2;2;4;5;2;2;5;1;1;1;4;2;3;1;1;1;1;3;4;4;4;1;4;1;4;2;4;3;4;4;4;2;4;1;4;4;4;2;2;4;4;3;2;4;3;4;3;4;3;18;21;40;41;-22;-20;3;47
1-12;2;91;3;10;18;4;14;3;1;4;1;1;1;4;2;;3;1;1;2;3;4;3;4;3;1;3;4;2;3;4;1;2;1;4;3;2;4;3;2;1;1;4;2;3;3;2;1;4;4;1;2;3;2;1;3;4;3;1;2;4;1;3;2;4;2;1;3;4;1;4;3;2;3;4;2;2;2;4;3;5;1;4;5;1;3;1;5;2;3;1;4;3;5;4;4;2;3;3;5;2;2;1;4;1;4;3;3;3;4;4;3;3;1;2;4;3;4;1;1;1;1;3;2;4;4;3;4;1;1;1;4;3;4;4;4;3;4;1;4;4;4;4;3;4;4;3;1;4;3;2;1;3;3;26;31;28;35;-2;-4;3;-1
1-14;1;92;3;10;19;4;14;2;0;1;0;0;1;4;3;;3,5;1;2;1;3;1;1;1;3;1;2;4;3;1;2;4;3;1;3;4;2;1;3;2;4;2;1;4;3;4;2;3;1;1;2;3;4;1;2;3;4;1;3;4;2;1;2;3;4;3;4;2;1;4;1;2;3;1;2;2;2;4;2;1;5;4;1;2;3;4;1;1;4;5;5;4;1;5;2;5;4;5;5;5;2;2;1;5;3;2;2;2;4;5;1;5;1;1;2;4;2;3;1;1;1;3;4;3;4;4;3;3;2;3;1;1;3;3;4;4;2;4;1;4;4;3;3;2;3;4;2;1;4;4;2;1;3;3;21;27;38;34;-17;-7;3;56
1-15;1;91;3;10;18;4;14;2;1;3;1;1;1;4;3;;3,5;1;2;1;3;1;1;1;5;1;3;4;2;1;3;2;4;3;2;4;1;1;2;3;4;1;2;4;3;2;3;4;1;1;2;3;4;2;1;3;4;1;2;3;4;1;2;3;4;1;3;2;4;2;3;4;1;2;2;2;4;4;1;2;4;4;3;4;4;4;1;2;2;4;4;4;2;3;3;4;3;5;5;4;3;2;2;4;4;2;2;3;3;2;2;4;2;1;2;4;3;3;1;1;1;2;3;2;4;4;2;4;2;4;1;1;2;3;4;4;2;4;1;4;4;3;2;1;4;4;2;1;4;4;2;1;4;3;17;28;39;36;-22;-8;3;39
1-20;1;91;3;10;16;4;14;4;1;4;1;1;1;3;2;;2,5;1;2;2;3;1;1;1;0;2;4;3;1;1;4;3;2;3;4;2;1;1;3;2;4;3;4;2;1;2;4;3;1;1;2;4;3;4;1;2;3;1;2;3;4;3;4;2;1;1;4;3;2;1;4;3;2;2;4;1;5;4;1;2;4;3;5;1;5;5;1;4;5;3;3;5;2;4;5;5;5;5;5;4;3;2;3;3;2;3;1;2;5;4;2;5;3;1;1;3;3;4;1;1;1;3;3;1;4;4;2;3;1;4;1;1;4;3;3;4;4;4;1;4;4;4;1;2;3;3;3;1;4;4;4;1;4;4;23;40;32;25;-9;15;4;38
1-21;1;91;3;10;15;4;14;4;2;2;1;0;1;5;4;;4,5;1;2;1;3;1;1;1;3;1;4;3;2;1;4;2;3;1;4;3;2;1;2;3;4;4;2;3;1;1;4;3;2;1;3;4;2;1;4;3;2;1;3;2;4;1;4;2;3;2;4;3;1;1;4;2;3;2;2;2;5;5;2;2;3;2;2;3;4;4;2;2;4;4;2;1;1;1;3;5;1;5;5;4;2;1;2;5;5;2;2;4;4;2;2;5;1;1;1;3;1;3;1;1;1;1;4;3;4;4;2;4;1;3;1;1;3;4;4;4;3;4;1;4;4;4;1;4;4;4;2;2;4;4;1;1;4;4;16;42;33;29;-17;13;4;41
1-22;1;91;3;10;13;3;14;2;1;4;1;0;1;5;2;;3,5;1;1;1;2;3;3;5;6;1;2;3;4;1;3;4;2;1;2;4;3;1;2;3;4;2;4;1;3;1;2;3;4;1;2;4;3;2;1;4;3;1;2;3;4;3;1;4;2;4;2;1;3;4;2;1;3;2;3;2;2;4;2;2;4;3;2;2;4;4;2;4;4;4;3;4;2;5;3;5;4;4;4;3;2;2;3;4;4;2;2;2;4;3;2;4;3;2;2;3;3;3;1;1;1;3;4;4;4;4;3;3;2;2;1;1;2;4;4;4;3;4;1;4;4;4;3;2;3;3;2;2;3;4;1;3;4;4;22;25;35;38;-13;-13;3;34
1-25;2;91;3;10;20;3;14;2;2;4;1;0;1;5;3;;4;1;1;1;3;1;4;5;2;1;4;2;3;1;4;3;2;2;1;4;3;1;4;2;3;1;2;4;3;1;4;3;2;2;3;1;4;3;1;2;4;1;3;2;4;2;1;4;3;3;1;2;4;3;4;2;1;2;2;2;4;4;2;2;5;4;2;2;5;4;5;1;4;4;4;4;1;5;4;4;5;5;5;5;2;1;5;1;4;2;2;4;4;2;1;5;1;1;1;1;1;1;1;1;1;1;4;2;4;4;1;1;1;1;1;1;2;4;4;4;1;4;1;4;4;4;2;1;1;1;1;1;4;4;1;1;4;4;21;32;31;36;-10;-4;3;48
1-26;2;91;3;10;18;2;14;2;1;4;1;1;1;5;1;;3;1;2;1;3;1;4;5;6;3;4;2;1;1;2;3;4;1;4;2;3;1;2;3;4;2;1;3;4;3;4;1;2;2;3;1;4;4;2;3;1;2;3;1;4;2;4;1;3;1;4;3;2;1;4;2;3;2;2;2;4;3;2;2;4;3;2;4;2;2;2;2;2;3;3;5;1;4;4;4;2;4;5;4;2;1;2;4;3;4;3;1;1;4;3;4;3;1;1;4;2;4;1;1;1;2;4;2;4;4;1;4;1;4;1;1;1;4;3;4;1;4;1;4;4;4;1;1;4;4;1;1;4;4;1;1;4;4;23;37;25;35;-2;2;4;20
1-28;1;91;3;10;11;5;11;5;1;3;1;1;1;3;1;;2;1;2;2;3;5;5;3;2;1;2;4;3;1;2;3;4;1;3;4;2;1;2;3;4;1;2;3;4;1;2;3;4;3;1;2;4;3;1;2;4;1;2;3;4;1;3;4;2;2;1;3;4;4;1;2;3;2;3;2;2;4;2;2;4;4;2;3;2;5;2;3;4;2;4;5;2;4;3;5;4;5;5;5;4;2;5;5;4;2;2;2;4;3;2;4;3;1;2;4;2;2;1;1;1;1;4;3;4;4;2;3;1;2;1;1;2;4;4;4;1;4;1;4;4;2;3;2;4;4;2;1;4;4;3;2;3;3;20;22;36;42;-16;-20;3;34
1-30;1;91;3;10;3;4;14;3;1;3;1;0;1;4;1;;2,5;1;1;1;3;1;1;1;3;1;2;3;4;1;4;2;3;2;1;3;4;1;3;2;4;1;2;3;4;1;2;3;4;1;3;2;4;4;2;3;1;1;2;3;4;2;1;4;3;1;3;2;4;3;2;1;4;1;2;1;4;4;1;1;5;4;1;4;4;4;1;1;4;4;4;5;1;5;1;5;5;5;5;5;1;1;1;5;5;5;5;5;5;1;1;5;1;1;2;3;3;4;1;1;1;1;2;4;4;4;2;4;1;4;3;1;4;4;4;4;3;4;1;4;4;4;3;2;3;3;3;2;4;4;1;2;4;2;19;27;31;43;-12;-16;3;66
1-31;1;91;3;10;16;4;14;4;1;3;0;0;1;5;3;;4;1;2;1;3;1;1;1;3;1;4;3;2;1;3;2;4;1;2;4;3;2;3;1;4;1;3;2;4;3;4;2;1;2;3;1;4;3;2;1;4;1;3;2;4;1;2;3;4;1;4;2;3;2;4;3;1;2;4;3;4;4;1;1;3;4;2;3;3;4;3;2;3;4;3;4;3;4;3;4;4;5;4;4;4;2;3;3;4;3;2;2;3;2;4;3;3;1;1;4;3;4;1;1;1;1;4;4;4;4;1;4;1;2;1;1;2;4;4;4;3;4;1;4;3;4;4;4;3;4;4;1;4;3;3;1;4;4;19;37;26;38;-7;-1;3;26
1-32;2;92;3;10;4;3;14;4;4;4;0;0;1;4;2;;3;1;2;1;2;2;2;3;6;1;3;4;2;1;3;2;4;4;3;2;1;1;2;3;4;2;4;1;3;1;3;4;2;1;3;2;4;2;3;1;4;1;3;2;4;4;1;2;3;1;2;4;3;3;4;2;1;2;4;1;1;4;1;3;3;3;3;4;4;3;2;3;3;4;4;4;2;3;4;4;3;4;4;4;4;2;2;4;3;2;3;2;3;3;2;4;3;1;1;4;1;4;1;1;1;1;4;1;4;4;2;4;1;1;1;1;1;4;4;4;1;4;1;4;4;4;3;2;4;4;3;1;4;4;1;1;4;4;22;34;29;35;-7;-1;3;21
1-36;2;91;3;10;12;4;14;4;2;2;1;0;1;3;2;;2,5;1;1;1;3;1;4;5;3;2;3;1;4;2;3;1;4;2;1;4;3;1;2;3;4;1;4;3;2;1;3;2;4;1;2;3;4;2;3;1;4;1;3;2;4;1;3;2;4;2;3;4;1;1;4;3;2;2;2;3;4;4;2;2;4;4;2;2;4;4;2;2;4;4;4;4;2;4;3;4;4;4;4;4;2;2;2;4;4;3;2;4;4;3;2;4;2;1;1;4;1;4;1;1;1;1;4;1;4;4;1;3;1;4;1;1;4;4;4;4;1;4;1;4;4;4;2;4;4;4;4;1;4;4;1;1;4;4;17;34;29;40;-12;-6;3;42
1-38;1;91;3;10;;3;14;2;1;3;0;0;1;4;2;;3;1;1;1;2;1;1;1;14;2;1;4;3;1;2;4;3;3;1;4;2;1;3;4;2;4;3;1;2;1;2;3;4;2;1;3;4;3;1;4;2;1;2;4;3;3;1;4;2;4;2;1;3;4;2;1;3;2;1;1;4;4;5;4;5;4;2;3;4;4;1;2;4;5;4;1;2;2;4;4;4;5;5;4;5;5;5;4;3;2;2;4;2;1;4;2;2;2;2;4;3;2;1;2;2;3;4;4;4;4;2;2;4;2;3;3;3;4;4;4;3;4;1;4;4;4;4;3;4;4;4;2;4;4;3;2;4;4;29;21;37;33;-8;-12;3;25
1-39;1;91;3;10;;4;14;4;2;2;1;1;1;5;3;;4;1;2;2;2;1;1;1;7;1;4;2;3;1;4;2;3;1;2;4;3;1;4;2;3;1;3;2;4;1;4;2;3;1;4;2;3;1;4;2;3;1;3;2;4;1;3;4;2;3;4;1;2;1;4;2;3;2;4;2;4;5;2;1;1;4;2;2;4;4;5;2;4;2;3;4;2;4;2;5;4;4;4;4;4;2;4;4;4;2;2;4;4;2;2;4;1;1;2;4;3;4;1;1;1;2;4;2;4;4;2;4;2;1;1;1;3;4;4;4;3;4;1;4;4;4;3;3;4;4;4;1;4;4;3;2;4;4;14;43;27;36;-13;7;4;35
1-4;1;91;3;10;15;2;14;2;1;1;0;0;1;4;1;;2,5;1;1;1;3;1;1;1;1;1;2;4;3;1;4;3;2;1;2;3;4;1;3;2;4;2;1;4;3;1;2;3;4;2;3;1;4;1;4;2;3;1;2;3;4;4;1;3;2;4;1;2;3;4;3;2;1;3;4;1;4;4;1;2;5;3;3;2;4;5;2;3;4;4;3;4;2;3;4;4;4;4;4;5;3;4;3;4;3;2;2;4;4;2;2;4;1;1;1;4;2;4;1;1;1;1;4;2;4;4;3;4;2;3;1;1;2;4;4;4;2;4;1;4;4;4;3;2;4;4;3;1;4;4;2;2;4;3;23;28;32;37;-9;-9;3;37
1-40;1;91;3;10;21;5;1;5;1;4;1;0;1;4;3;;3,5;1;2;2;3;1;3;5;1;2;1;4;3;2;4;3;1;3;1;4;2;1;2;3;4;2;4;3;1;1;2;4;3;1;4;3;2;4;1;2;3;1;3;2;4;3;1;4;2;3;1;2;4;4;3;1;2;2;2;1;4;4;1;1;3;3;2;1;3;5;1;3;4;3;3;4;2;4;3;4;4;4;4;4;2;2;2;3;4;1;2;4;5;2;2;4;2;1;3;4;3;4;1;1;1;1;4;2;4;4;3;4;1;1;1;4;4;4;4;4;3;4;1;4;4;3;4;3;4;4;3;1;4;4;3;2;4;4;27;27;35;31;-8;-4;3;46
1-43;1;91;3;10;3;5;14;3;2;4;1;0;1;4;2;;3;1;2;1;3;1;1;1;2;1;4;2;3;1;4;2;3;3;1;4;2;1;4;2;3;2;1;3;4;1;4;3;2;1;4;3;2;2;1;3;4;1;4;2;3;1;3;4;2;2;3;1;4;2;4;1;3;2;3;1;4;4;2;2;4;3;2;2;4;4;1;2;4;4;5;5;2;5;3;4;4;5;4;4;2;2;1;4;4;2;2;4;4;2;2;4;2;1;2;4;2;4;2;1;1;2;4;4;4;4;2;4;3;3;3;2;2;4;4;4;3;4;2;4;4;3;4;4;4;4;4;3;4;4;3;3;4;4;18;37;30;35;-12;2;4;50
1-44;1;91;3;10;16;4;14;3;2;4;1;1;1;3;1;;2;1;2;2;3;1;1;1;1;1;4;3;2;1;4;2;3;2;1;4;3;1;2;3;4;1;3;2;4;1;4;3;2;1;2;3;4;1;2;3;4;1;3;2;4;2;1;4;3;2;4;1;3;3;4;2;1;3;4;2;4;2;3;3;5;5;4;2;4;5;4;4;5;5;4;5;3;5;4;5;4;5;5;5;3;2;1;4;5;3;2;4;4;3;2;4;4;1;1;4;2;3;1;1;1;1;4;4;4;4;2;4;1;1;1;3;3;4;4;4;2;4;1;4;4;4;3;3;4;4;3;2;4;4;2;1;4;3;17;34;32;37;-15;-3;3;38
